"","Posicion","Grado","indice_academico","Semestre","Promedio","Sede","Programa"
"3242",41,2015,88.129,"2 - 2015",15.512,"Caracas","Ciencias Actuariales"
"3243",42,2015,88.125,"2 - 2015",17.976,"Caracas","Ciencias Actuariales"
"3244",43,2015,88.09,"2 - 2015",17.805,"Caracas","Ciencias Actuariales"
"3245",44,2015,87.9,"2 - 2015",16.902,"Caracas","Ciencias Actuariales"
"3246",45,2015,87.897,"2 - 2015",19.244,"Caracas","Ciencias Actuariales"
"3247",46,2014,87.799,"2 - 2015",16.902,"Caracas","Ciencias Actuariales"
"3248",47,2015,87.784,"2 - 2015",17.585,"Caracas","Ciencias Actuariales"
"3249",48,2004,87.777,"2 - 2015",15.902,"Caracas","Ciencias Actuariales"
"3250",49,2014,87.72,"2 - 2015",15.098,"Caracas","Ciencias Actuariales"
"3251",50,2015,87.7,"2 - 2015",17.537,"Caracas","Ciencias Actuariales"
"3252",51,2015,87.645,"2 - 2015",17.463,"Caracas","Ciencias Actuariales"
"3253",52,2015,87.631,"2 - 2015",16.195,"Caracas","Ciencias Actuariales"
"3254",53,2015,87.581,"2 - 2015",15.707,"Caracas","Ciencias Actuariales"
"3255",54,2013,87.578,"2 - 2015",15.19,"Caracas","Ciencias Actuariales"
"3256",55,2015,87.568,"2 - 2015",16.366,"Caracas","Ciencias Actuariales"
"3257",56,2015,87.545,"1 - 2016",17.463,"Caracas","Ciencias Actuariales"
"3258",57,2013,87.504,"1 - 2016",16.707,"Caracas","Ciencias Actuariales"
"3259",58,2015,87.501,"1 - 2016",15.829,"Caracas","Ciencias Actuariales"
"3260",59,2015,87.5,"1 - 2016",15.78,"Caracas","Ciencias Actuariales"
"3261",60,2014,87.486,"1 - 2016",14.463,"Caracas","Ciencias Actuariales"
"3262",61,2015,87.413,"1 - 2016",17.136,"Caracas","Ciencias Actuariales"
"3263",62,2015,87.308,"1 - 2016",16.561,"Caracas","Ciencias Actuariales"
"3264",63,2014,87.25,"1 - 2016",15.714,"Caracas","Ciencias Actuariales"
"3265",64,2015,87.247,"1 - 2016",17.22,"Caracas","Ciencias Actuariales"
"3266",65,2012,87.199,"1 - 2016",18.075,"Caracas","Ciencias Actuariales"
"3267",66,2015,87.183,"1 - 2016",17.195,"Caracas","Ciencias Actuariales"
"3268",67,2015,87.169,"1 - 2016",14.732,"Caracas","Ciencias Actuariales"
"3269",68,2015,87.163,"1 - 2016",15.78,"Caracas","Ciencias Actuariales"
"3270",69,2007,87.044,"1 - 2016",16.548,"Caracas","Ciencias Actuariales"
"3271",70,2015,86.941,"1 - 2016",14.829,"Caracas","Ciencias Actuariales"
"3272",71,2015,86.936,"1 - 2016",14.268,"Caracas","Ciencias Actuariales"
"3273",72,2015,86.919,"1 - 2016",15.122,"Caracas","Ciencias Actuariales"
"3274",73,2015,86.798,"1 - 2016",15.244,"Caracas","Ciencias Actuariales"
"3275",74,2015,86.753,"1 - 2016",13.818,"Caracas","Ciencias Actuariales"
"3276",75,2004,86.719,"1 - 2016",15.268,"Caracas","Ciencias Actuariales"
"3277",76,2013,86.629,"1 - 2016",18.511,"Caracas","Ciencias Actuariales"
"3278",77,2015,86.608,"1 - 2016",18.561,"Caracas","Ciencias Actuariales"
"3279",78,2013,86.56,"1 - 2016",16.244,"Caracas","Ciencias Actuariales"
"3280",79,2010,86.544,"1 - 2016",15.463,"Caracas","Ciencias Actuariales"
"3281",80,2015,86.495,"1 - 2016",18.317,"Caracas","Ciencias Actuariales"
"3282",81,2015,86.454,"1 - 2016",15.073,"Caracas","Ciencias Actuariales"
"3283",82,2015,86.443,"1 - 2016",15.732,"Caracas","Ciencias Actuariales"
"3284",83,2014,86.414,"1 - 2016",15.098,"Caracas","Ciencias Actuariales"
"3285",84,2015,86.39,"1 - 2016",15.81,"Caracas","Ciencias Actuariales"
"3286",85,2015,86.39,"1 - 2016",14.405,"Caracas","Ciencias Actuariales"
"3287",86,2015,86.356,"1 - 2016",17.195,"Caracas","Ciencias Actuariales"
"3288",87,2015,86.348,"1 - 2016",14.976,"Caracas","Ciencias Actuariales"
"3289",88,2012,86.344,"1 - 2016",16.125,"Caracas","Ciencias Actuariales"
"3290",89,2015,86.33,"1 - 2016",18.195,"Caracas","Ciencias Actuariales"
"3291",90,2007,86.322,"1 - 2016",15.375,"Caracas","Ciencias Actuariales"
"3292",91,2015,86.278,"1 - 2016",16.683,"Caracas","Ciencias Actuariales"
"3293",92,2015,86.25,"1 - 2016",16.927,"Caracas","Ciencias Actuariales"
"3294",9,2015,86.185,"1 - 2016",15.585,"Caracas","Ciencias Actuariales"
"3295",9,2015,86.177,"1 - 2016",17.902,"Caracas","Ciencias Actuariales"
"3296",9,2015,86.176,"1 - 2016",17.902,"Caracas","Ciencias Actuariales"
"3297",9,2015,86.175,"1 - 2016",16.634,"Caracas","Ciencias Actuariales"
"3298",9,2015,86.172,"1 - 2016",14.756,"Caracas","Ciencias Actuariales"
"3299",9,2015,86.153,"1 - 2016",17.293,"Caracas","Ciencias Actuariales"
"3300",9,2015,86.147,"1 - 2016",15.317,"Caracas","Ciencias Actuariales"
"3301",10,2015,86.121,"1 - 2016",15.39,"Caracas","Ciencias Actuariales"
"3302",10,2015,86.102,"1 - 2016",16,"Caracas","Ciencias Actuariales"
"3303",10,2015,86.054,"1 - 2016",16.122,"Caracas","Ciencias Actuariales"
"3304",10,2015,86.022,"1 - 2016",14.585,"Caracas","Ciencias Actuariales"
"3305",10,2014,85.999,"1 - 2016",15.902,"Caracas","Ciencias Actuariales"
"3306",10,2015,85.997,"1 - 2016",19.854,"Caracas","Ciencias Actuariales"
"3307",10,1995,85.841,"1 - 2016",15.107,"Caracas","Ciencias Actuariales"
"3308",10,2015,85.835,"1 - 2016",19.049,"Caracas","Ciencias Actuariales"
"3309",10,2015,85.802,"1 - 2016",15.833,"Caracas","Ciencias Actuariales"
"3310",10,2014,85.778,"1 - 2016",16.878,"Caracas","Ciencias Actuariales"
"3311",11,2014,85.719,"1 - 2016",16.707,"Caracas","Ciencias Actuariales"
"3312",1,2012,95.769,"2 - 2015",18.829,"Caracas","Contaduría Pública"
"3313",2,2006,95.222,"2 - 2015",17.976,"Caracas","Contaduría Pública"
"3314",3,2015,94.992,"2 - 2015",19.829,"Caracas","Contaduría Pública"
"3315",4,2015,94.706,"2 - 2015",17.634,"Caracas","Contaduría Pública"
"3316",5,2010,94.306,"2 - 2015",18.293,"Caracas","Contaduría Pública"
"3317",6,2012,94.296,"2 - 2015",18.024,"Caracas","Contaduría Pública"
"3318",7,2006,93.999,"2 - 2015",19.933,"Caracas","Contaduría Pública"
"3319",8,2015,93.892,"2 - 2015",17.69,"Caracas","Contaduría Pública"
"3320",9,2005,93.741,"2 - 2015",16.39,"Caracas","Contaduría Pública"
"3321",10,2006,93.732,"2 - 2015",18.8,"Caracas","Contaduría Pública"
"3322",11,2015,93.578,"2 - 2015",17.366,"Caracas","Contaduría Pública"
"3323",12,2015,92.955,"2 - 2015",16.381,"Caracas","Contaduría Pública"
"3324",13,2015,92.837,"2 - 2015",16.22,"Caracas","Contaduría Pública"
"3325",14,2015,92.734,"2 - 2015",17.439,"Caracas","Contaduría Pública"
"3326",15,2010,92.733,"2 - 2015",16.659,"Caracas","Contaduría Pública"
"3327",16,2001,92.725,"2 - 2015",15.923,"Caracas","Contaduría Pública"
"3328",17,2015,92.376,"2 - 2015",16.634,"Caracas","Contaduría Pública"
"3329",18,2008,92.371,"2 - 2015",17.244,"Caracas","Contaduría Pública"
"3330",19,2015,91.974,"2 - 2015",17.533,"Caracas","Contaduría Pública"
"3331",20,2015,91.953,"2 - 2015",16.619,"Caracas","Contaduría Pública"
"3332",21,2015,91.921,"2 - 2015",17.659,"Caracas","Contaduría Pública"
"3333",22,2015,91.827,"2 - 2015",18.488,"Caracas","Contaduría Pública"
"3334",23,2007,91.749,"2 - 2015",18.805,"Caracas","Contaduría Pública"
"3335",24,2015,91.732,"2 - 2015",16.024,"Caracas","Contaduría Pública"
"3336",25,2015,91.703,"2 - 2015",16.429,"Caracas","Contaduría Pública"
"3337",26,2015,91.632,"2 - 2015",16.905,"Caracas","Contaduría Pública"
"3338",27,2012,91.617,"2 - 2015",18.167,"Caracas","Contaduría Pública"
"3339",28,2015,91.475,"2 - 2015",17.244,"Caracas","Contaduría Pública"
"3340",29,2014,91.42,"2 - 2015",17.146,"Caracas","Contaduría Pública"
"3341",30,2015,91.419,"2 - 2015",16.595,"Caracas","Contaduría Pública"
"3342",31,2006,91.368,"2 - 2015",16.707,"Caracas","Contaduría Pública"
"3343",32,2012,91.344,"2 - 2015",16.636,"Caracas","Contaduría Pública"
"3344",33,2013,91.248,"2 - 2015",16.098,"Caracas","Contaduría Pública"
"3345",34,2015,91.242,"2 - 2015",17.22,"Caracas","Contaduría Pública"
"3346",35,2015,91.239,"2 - 2015",17.146,"Caracas","Contaduría Pública"
"3347",36,2015,91.183,"2 - 2015",17.619,"Caracas","Contaduría Pública"
"3348",37,2015,91.161,"2 - 2015",17.122,"Caracas","Contaduría Pública"
"3349",38,2015,91.116,"2 - 2015",16.268,"Caracas","Contaduría Pública"
"3350",39,2015,90.827,"2 - 2015",17.643,"Caracas","Contaduría Pública"
"3351",40,2015,90.808,"2 - 2015",18.951,"Caracas","Contaduría Pública"
"3352",41,2014,90.734,"2 - 2015",17.476,"Caracas","Contaduría Pública"
"3353",42,2011,90.505,"2 - 2015",17.439,"Caracas","Contaduría Pública"
"3354",43,2015,90.453,"2 - 2015",16.19,"Caracas","Contaduría Pública"
"3355",44,2014,90.418,"2 - 2015",16.927,"Caracas","Contaduría Pública"
"3356",45,2015,90.365,"2 - 2015",17.171,"Caracas","Contaduría Pública"
"3357",46,2008,90.336,"2 - 2015",17.194,"Caracas","Contaduría Pública"
"3358",47,2015,90.274,"2 - 2015",17.683,"Caracas","Contaduría Pública"
"3359",48,2015,90.27,"2 - 2015",17.341,"Caracas","Contaduría Pública"
"3360",49,2014,90.216,"2 - 2015",15.927,"Caracas","Contaduría Pública"
"3361",50,2015,90.185,"2 - 2015",16.476,"Caracas","Contaduría Pública"
"3362",51,2015,90.16,"2 - 2015",18.756,"Caracas","Contaduría Pública"
"3363",52,2015,90.084,"2 - 2015",15.976,"Caracas","Contaduría Pública"
"3364",53,2015,90.034,"2 - 2015",16.098,"Caracas","Contaduría Pública"
"3365",54,2015,90.031,"2 - 2015",16.927,"Caracas","Contaduría Pública"
"3366",55,2014,90.014,"2 - 2015",17.049,"Caracas","Contaduría Pública"
"3367",56,2015,89.969,"2 - 2015",16.902,"Caracas","Contaduría Pública"
"3368",57,2015,89.899,"2 - 2015",14.548,"Caracas","Contaduría Pública"
"3369",58,2015,89.894,"2 - 2015",17,"Caracas","Contaduría Pública"
"3370",59,2015,89.889,"2 - 2015",16.3,"Caracas","Contaduría Pública"
"3371",60,2005,89.88,"2 - 2015",16.854,"Caracas","Contaduría Pública"
"3372",61,2014,89.787,"2 - 2015",15.595,"Caracas","Contaduría Pública"
"3373",62,2010,89.772,"2 - 2015",17.512,"Caracas","Contaduría Pública"
"3374",63,2015,89.765,"2 - 2015",17.341,"Caracas","Contaduría Pública"
"3375",64,2015,89.725,"2 - 2015",15.286,"Caracas","Contaduría Pública"
"3376",65,2008,89.716,"2 - 2015",16.119,"Caracas","Contaduría Pública"
"3377",66,2015,89.703,"2 - 2015",16.293,"Caracas","Contaduría Pública"
"3378",67,2013,89.673,"2 - 2015",17.463,"Caracas","Contaduría Pública"
"3379",68,2015,89.666,"2 - 2015",16.195,"Caracas","Contaduría Pública"
"3380",69,2015,89.65,"2 - 2015",18.585,"Caracas","Contaduría Pública"
"3381",70,2012,89.622,"2 - 2015",15.976,"Caracas","Contaduría Pública"
"3382",71,2015,89.602,"2 - 2015",16.829,"Caracas","Contaduría Pública"
"3383",72,2015,89.586,"2 - 2015",17.643,"Caracas","Contaduría Pública"
"3384",73,2015,89.54,"2 - 2015",18.034,"Caracas","Contaduría Pública"
"3385",74,2004,89.534,"1 - 2016",15.786,"Caracas","Contaduría Pública"
"3386",75,2010,89.533,"1 - 2016",18.171,"Caracas","Contaduría Pública"
"3387",76,2013,89.533,"1 - 2016",15.561,"Caracas","Contaduría Pública"
"3388",77,2014,89.517,"1 - 2016",18,"Caracas","Contaduría Pública"
"3389",78,2015,89.485,"1 - 2016",16.171,"Caracas","Contaduría Pública"
"3390",79,2015,89.443,"1 - 2016",16,"Caracas","Contaduría Pública"
"3391",80,2015,89.442,"1 - 2016",18.293,"Caracas","Contaduría Pública"
"3392",81,2015,89.372,"1 - 2016",17.238,"Caracas","Contaduría Pública"
"3393",82,2015,89.365,"1 - 2016",16.634,"Caracas","Contaduría Pública"
"3394",83,2015,89.355,"1 - 2016",16.634,"Caracas","Contaduría Pública"
"3395",84,2015,89.352,"1 - 2016",18.244,"Caracas","Contaduría Pública"
"3396",85,2008,89.337,"1 - 2016",17.22,"Caracas","Contaduría Pública"
"3397",86,2011,89.331,"1 - 2016",17.415,"Caracas","Contaduría Pública"
"3398",87,2015,89.268,"1 - 2016",15.951,"Caracas","Contaduría Pública"
"3399",88,2015,89.266,"1 - 2016",15.512,"Caracas","Contaduría Pública"
"3400",89,2013,89.258,"1 - 2016",17.225,"Caracas","Contaduría Pública"
"3401",90,2015,89.215,"1 - 2016",16.171,"Caracas","Contaduría Pública"
"3402",91,2015,89.202,"1 - 2016",17.902,"Caracas","Contaduría Pública"
"3403",92,2015,89.162,"1 - 2016",17.976,"Caracas","Contaduría Pública"
"3404",9,2014,89.121,"1 - 2016",16.366,"Caracas","Contaduría Pública"
"3405",9,2010,89.119,"1 - 2016",16.512,"Caracas","Contaduría Pública"
"3406",9,2006,89.109,"1 - 2016",16,"Caracas","Contaduría Pública"
"3407",9,2015,89.082,"1 - 2016",17,"Caracas","Contaduría Pública"
"3408",9,2015,89.081,"1 - 2016",17.829,"Caracas","Contaduría Pública"
"3409",9,2009,89.079,"1 - 2016",16.833,"Caracas","Contaduría Pública"
"3410",9,2015,89.044,"1 - 2016",15.78,"Caracas","Contaduría Pública"
"3411",10,2015,89.021,"1 - 2016",17.762,"Caracas","Contaduría Pública"
"3412",10,2015,89.01,"1 - 2016",17.78,"Caracas","Contaduría Pública"
"3413",10,2015,88.912,"1 - 2016",15.146,"Caracas","Contaduría Pública"
"3414",10,2013,88.897,"1 - 2016",15.707,"Caracas","Contaduría Pública"
"3415",10,2015,88.849,"1 - 2016",19.122,"Caracas","Contaduría Pública"
"3416",10,2014,88.827,"1 - 2016",14.931,"Caracas","Contaduría Pública"
"3417",10,2015,88.824,"1 - 2016",16.357,"Caracas","Contaduría Pública"
"3418",10,2015,88.813,"1 - 2016",17.049,"Caracas","Contaduría Pública"
"3419",10,2008,88.812,"1 - 2016",16.095,"Caracas","Contaduría Pública"
"3420",10,2015,88.775,"1 - 2016",15.103,"Caracas","Contaduría Pública"
"3421",11,2015,88.736,"1 - 2016",17.069,"Caracas","Contaduría Pública"
"3422",11,2013,88.66,"1 - 2016",15.854,"Caracas","Contaduría Pública"
"3423",11,2008,88.627,"1 - 2016",18.585,"Caracas","Contaduría Pública"
"3424",11,2015,88.59,"1 - 2016",17.122,"Caracas","Contaduría Pública"
"3425",11,2015,88.549,"1 - 2016",15,"Caracas","Contaduría Pública"
"3426",11,2015,88.532,"1 - 2016",16.634,"Caracas","Contaduría Pública"
"3427",11,2015,88.505,"1 - 2016",15.707,"Caracas","Contaduría Pública"
"3428",11,2015,88.484,"1 - 2016",16.22,"Caracas","Contaduría Pública"
"3429",11,2015,88.478,"1 - 2016",18.073,"Caracas","Contaduría Pública"
"3430",11,2015,88.472,"1 - 2016",16.561,"Caracas","Contaduría Pública"
"3431",12,2015,88.448,"1 - 2016",16.488,"Caracas","Contaduría Pública"
"3432",12,2015,88.43,"1 - 2016",16.095,"Caracas","Contaduría Pública"
"3433",12,2015,88.42,"1 - 2016",15.862,"Caracas","Contaduría Pública"
"3434",12,2011,88.418,"1 - 2016",17.317,"Caracas","Contaduría Pública"
"3435",12,2015,88.398,"1 - 2016",16.585,"Caracas","Contaduría Pública"
"3436",12,2015,88.397,"1 - 2016",16.317,"Caracas","Contaduría Pública"
"3437",12,2015,88.392,"1 - 2016",15.857,"Caracas","Contaduría Pública"
"3438",12,2015,88.369,"1 - 2016",17.381,"Caracas","Contaduría Pública"
"3439",12,2015,88.328,"1 - 2016",16.585,"Caracas","Contaduría Pública"
"3440",12,2015,88.317,"1 - 2016",16.786,"Caracas","Contaduría Pública"
"3441",13,2015,88.294,"1 - 2016",15.073,"Caracas","Contaduría Pública"
"3442",13,2015,88.288,"1 - 2016",16.732,"Caracas","Contaduría Pública"
"3443",13,2015,88.287,"1 - 2016",16.585,"Caracas","Contaduría Pública"
"3444",13,2015,88.266,"1 - 2016",17.171,"Caracas","Contaduría Pública"
"3445",13,2015,88.261,"1 - 2016",17.905,"Caracas","Contaduría Pública"
"3446",13,2015,88.241,"1 - 2016",17.966,"Caracas","Contaduría Pública"
"3447",13,2015,88.241,"1 - 2016",15.22,"Caracas","Contaduría Pública"
"3448",13,2015,88.239,"1 - 2016",16.146,"Caracas","Contaduría Pública"
"3449",13,2007,88.233,"1 - 2016",15.951,"Caracas","Contaduría Pública"
"3450",13,2015,88.226,"1 - 2016",16.439,"Caracas","Contaduría Pública"
"3451",14,2015,88.225,"1 - 2016",16.073,"Caracas","Contaduría Pública"
"3452",14,2011,88.2,"1 - 2016",17.805,"Caracas","Contaduría Pública"
"3453",14,2015,88.188,"1 - 2016",17.683,"Caracas","Contaduría Pública"
"3454",14,2015,88.183,"1 - 2016",16.537,"Caracas","Contaduría Pública"
"3455",14,2015,88.179,"1 - 2016",15.619,"Caracas","Contaduría Pública"
"3456",14,2012,88.161,"1 - 2016",17.537,"Caracas","Contaduría Pública"
"3457",14,2012,88.106,"1 - 2016",16.415,"Caracas","Contaduría Pública"
"3458",14,2010,88.103,"1 - 2016",16.439,"Caracas","Contaduría Pública"
"3459",14,2015,88.098,"1 - 2016",19.024,"Caracas","Contaduría Pública"
"3460",14,2015,88.082,"1 - 2016",15.951,"Caracas","Contaduría Pública"
"3461",15,2015,88.019,"1 - 2016",15.78,"Caracas","Contaduría Pública"
"3462",1,2014,95.441,"2 - 2015",17.39,"Caracas","Administración"
"3463",2,2015,94.19,"2 - 2015",18,"Caracas","Administración"
"3464",3,2012,94.139,"2 - 2015",17.049,"Caracas","Administración"
"3465",4,2010,94.032,"2 - 2015",17.829,"Caracas","Administración"
"3466",5,2015,93.822,"2 - 2015",18.415,"Caracas","Administración"
"3467",6,2012,93.661,"2 - 2015",17.439,"Caracas","Administración"
"3468",7,2012,93.485,"2 - 2015",18.289,"Caracas","Administración"
"3469",8,2015,93.32,"2 - 2015",16.732,"Caracas","Administración"
"3470",9,2015,93.203,"2 - 2015",15.927,"Caracas","Administración"
"3471",10,2011,93.168,"2 - 2015",17.159,"Caracas","Administración"
"3472",11,2015,93.056,"2 - 2015",17.024,"Caracas","Administración"
"3473",12,2015,92.688,"2 - 2015",16.634,"Caracas","Administración"
"3474",13,2012,92.292,"2 - 2015",18.097,"Caracas","Administración"
"3475",14,2015,92.251,"2 - 2015",16.439,"Caracas","Administración"
"3476",15,2015,92.142,"2 - 2015",15.415,"Caracas","Administración"
"3477",16,2015,92.133,"2 - 2015",17.19,"Caracas","Administración"
"3478",17,2009,92.132,"2 - 2015",17.878,"Caracas","Administración"
"3479",18,2013,91.926,"2 - 2015",16.854,"Caracas","Administración"
"3480",19,2015,91.909,"2 - 2015",16.805,"Caracas","Administración"
"3481",20,2015,91.884,"2 - 2015",16.244,"Caracas","Administración"
"3482",21,2015,91.823,"2 - 2015",15.724,"Caracas","Administración"
"3483",22,2015,91.805,"2 - 2015",15.929,"Caracas","Administración"
"3484",23,2015,91.733,"2 - 2015",16.825,"Caracas","Administración"
"3485",24,2012,91.677,"2 - 2015",16.195,"Caracas","Administración"
"3486",25,2010,91.575,"2 - 2015",16.683,"Caracas","Administración"
"3487",26,2013,91.483,"2 - 2015",16.463,"Caracas","Administración"
"3488",27,2012,91.462,"2 - 2015",16,"Caracas","Administración"
"3489",28,2007,91.408,"2 - 2015",16.143,"Caracas","Administración"
"3490",29,2015,91.403,"2 - 2015",17.19,"Caracas","Administración"
"3491",30,2014,91.335,"2 - 2015",16.133,"Caracas","Administración"
"3492",31,2015,91.327,"2 - 2015",16.049,"Caracas","Administración"
"3493",32,2015,91.239,"2 - 2015",17.805,"Caracas","Administración"
"3494",33,2013,91.142,"2 - 2015",15.571,"Caracas","Administración"
"3495",34,2007,91.115,"2 - 2015",15.762,"Caracas","Administración"
"3496",35,2015,91.076,"2 - 2015",18.951,"Caracas","Administración"
"3497",36,2012,90.979,"2 - 2015",16.966,"Caracas","Administración"
"3498",37,2013,90.953,"2 - 2015",16.952,"Caracas","Administración"
"3499",38,2015,90.928,"2 - 2015",16.548,"Caracas","Administración"
"3500",39,2014,90.922,"2 - 2015",19.414,"Caracas","Administración"
"3501",40,2011,90.903,"2 - 2015",17.024,"Caracas","Administración"
"3502",41,2014,90.903,"2 - 2015",15.793,"Caracas","Administración"
"3503",42,2015,90.878,"2 - 2015",16.024,"Caracas","Administración"
"3504",43,2013,90.838,"2 - 2015",15.833,"Caracas","Administración"
"3505",44,2014,90.818,"2 - 2015",19,"Caracas","Administración"
"3506",45,2015,90.781,"2 - 2015",15.512,"Caracas","Administración"
"3507",46,1998,90.753,"2 - 2015",17.429,"Caracas","Administración"
"3508",47,2015,90.73,"2 - 2015",15.463,"Caracas","Administración"
"3509",48,2012,90.659,"2 - 2015",17.415,"Caracas","Administración"
"3510",49,2012,90.597,"2 - 2015",16.725,"Caracas","Administración"
"3511",50,2010,90.59,"2 - 2015",15.268,"Caracas","Administración"
"3512",51,2015,90.582,"2 - 2015",15.854,"Caracas","Administración"
"3513",52,2015,90.539,"2 - 2015",16.171,"Caracas","Administración"
"3514",53,2015,90.486,"2 - 2015",18.073,"Caracas","Administración"
"3515",54,2015,90.48,"2 - 2015",16.366,"Caracas","Administración"
"3516",55,2015,90.477,"2 - 2015",16.857,"Caracas","Administración"
"3517",56,2015,90.449,"2 - 2015",15.714,"Caracas","Administración"
"3518",57,2015,90.423,"2 - 2015",15.585,"Caracas","Administración"
"3519",58,2014,90.404,"2 - 2015",17.951,"Caracas","Administración"
"3520",59,2009,90.358,"2 - 2015",15.724,"Caracas","Administración"
"3521",60,2015,90.303,"2 - 2015",15.791,"Caracas","Administración"
"3522",61,2014,90.286,"2 - 2015",16.143,"Caracas","Administración"
"3523",62,2014,90.278,"2 - 2015",15.61,"Caracas","Administración"
"3524",63,2010,90.222,"2 - 2015",19.621,"Caracas","Administración"
"3525",64,2015,90.222,"2 - 2015",14.951,"Caracas","Administración"
"3526",65,2014,90.201,"2 - 2015",17.073,"Caracas","Administración"
"3527",66,2015,90.167,"2 - 2015",15.537,"Caracas","Administración"
"3528",67,2010,90.109,"2 - 2015",16,"Caracas","Administración"
"3529",68,2015,90.086,"2 - 2015",14.975,"Caracas","Administración"
"3530",69,2009,90.051,"2 - 2015",17.78,"Caracas","Administración"
"3531",70,2014,90.049,"2 - 2015",17.8,"Caracas","Administración"
"3532",71,2015,90.047,"2 - 2015",15.474,"Caracas","Administración"
"3533",72,2013,90.021,"2 - 2015",17.185,"Caracas","Administración"
"3534",73,2013,89.995,"2 - 2015",17.296,"Caracas","Administración"
"3535",74,2012,89.991,"2 - 2015",17.415,"Caracas","Administración"
"3536",75,2015,89.991,"2 - 2015",16.195,"Caracas","Administración"
"3537",76,2015,89.976,"2 - 2015",16.333,"Caracas","Administración"
"3538",77,2015,89.973,"2 - 2015",15.966,"Caracas","Administración"
"3539",78,2006,89.938,"1 - 2016",17.621,"Caracas","Administración"
"3540",79,2015,89.932,"1 - 2016",18.659,"Caracas","Administración"
"3541",80,2015,89.912,"1 - 2016",15.512,"Caracas","Administración"
"3542",81,2015,89.899,"1 - 2016",15.902,"Caracas","Administración"
"3543",82,2008,89.831,"1 - 2016",17.63,"Caracas","Administración"
"3544",83,2015,89.826,"1 - 2016",16.171,"Caracas","Administración"
"3545",84,2013,89.793,"1 - 2016",15.732,"Caracas","Administración"
"3546",85,2015,89.79,"1 - 2016",15.878,"Caracas","Administración"
"3547",86,2015,89.775,"1 - 2016",16.357,"Caracas","Administración"
"3548",87,2015,89.773,"1 - 2016",17.463,"Caracas","Administración"
"3549",88,2014,89.767,"1 - 2016",16.805,"Caracas","Administración"
"3550",89,2015,89.754,"1 - 2016",14.976,"Caracas","Administración"
"3551",90,2015,89.723,"1 - 2016",16.22,"Caracas","Administración"
"3552",91,2015,89.707,"1 - 2016",16.357,"Caracas","Administración"
"3553",92,2015,89.647,"1 - 2016",15.656,"Caracas","Administración"
"3554",9,2007,89.604,"1 - 2016",16.732,"Caracas","Administración"
"3555",9,2010,89.594,"1 - 2016",15.293,"Caracas","Administración"
"3556",9,2015,89.563,"1 - 2016",18.098,"Caracas","Administración"
"3557",9,2015,89.545,"1 - 2016",17.293,"Caracas","Administración"
"3558",9,2015,89.514,"1 - 2016",15.5,"Caracas","Administración"
"3559",9,2015,89.506,"1 - 2016",15.095,"Caracas","Administración"
"3560",9,2015,89.504,"1 - 2016",16.805,"Caracas","Administración"
"3561",10,2015,89.502,"1 - 2016",16.714,"Caracas","Administración"
"3562",10,2015,89.455,"1 - 2016",17.951,"Caracas","Administración"
"3563",10,2015,89.441,"1 - 2016",15.341,"Caracas","Administración"
"3564",10,2012,89.418,"1 - 2016",16.561,"Caracas","Administración"
"3565",10,2014,89.412,"1 - 2016",16.61,"Caracas","Administración"
"3566",10,2015,89.405,"1 - 2016",16.659,"Caracas","Administración"
"3567",10,2013,89.389,"1 - 2016",17.317,"Caracas","Administración"
"3568",10,2015,89.388,"1 - 2016",17.829,"Caracas","Administración"
"3569",10,2014,89.33,"1 - 2016",17.862,"Caracas","Administración"
"3570",10,2012,89.308,"1 - 2016",14.552,"Caracas","Administración"
"3571",11,2013,89.302,"1 - 2016",16.146,"Caracas","Administración"
"3572",11,2015,89.234,"1 - 2016",17.098,"Caracas","Administración"
"3573",11,2014,89.213,"1 - 2016",15.773,"Caracas","Administración"
"3574",11,2015,89.211,"1 - 2016",16.537,"Caracas","Administración"
"3575",11,2009,89.202,"1 - 2016",15.878,"Caracas","Administración"
"3576",11,2015,89.127,"1 - 2016",16.25,"Caracas","Administración"
"3577",11,2011,89.121,"1 - 2016",18,"Caracas","Administración"
"3578",11,2015,89.074,"1 - 2016",15.049,"Caracas","Administración"
"3579",11,2015,89.042,"1 - 2016",16.634,"Caracas","Administración"
"3580",11,2015,89.04,"1 - 2016",15.366,"Caracas","Administración"
"3581",12,2015,89.035,"1 - 2016",15.22,"Caracas","Administración"
"3582",12,2015,89.021,"1 - 2016",15.069,"Caracas","Administración"
"3583",12,2010,89.007,"1 - 2016",15.122,"Caracas","Administración"
"3584",12,2015,89.005,"1 - 2016",15.448,"Caracas","Administración"
"3585",12,2015,88.998,"1 - 2016",16.634,"Caracas","Administración"
"3586",12,2010,88.994,"1 - 2016",14.171,"Caracas","Administración"
"3587",12,2015,88.935,"1 - 2016",16.244,"Caracas","Administración"
"3588",12,2015,88.924,"1 - 2016",16.759,"Caracas","Administración"
"3589",12,2014,88.924,"1 - 2016",16.268,"Caracas","Administración"
"3590",12,2015,88.91,"1 - 2016",17.024,"Caracas","Administración"
"3591",13,2015,88.882,"1 - 2016",18.561,"Caracas","Administración"
"3592",13,2015,88.869,"1 - 2016",16.878,"Caracas","Administración"
"3593",13,2015,88.841,"1 - 2016",15.171,"Caracas","Administración"
"3594",13,2010,88.827,"1 - 2016",15.951,"Caracas","Administración"
"3595",13,2015,88.817,"1 - 2016",18.195,"Caracas","Administración"
